COUNTYFIPS,COUNTY,STATE,community_type,pct_bachelors_degree,pct_graduate_degree,pct_hs_graduate,pct_less_than_hs,pct_associate_degree,pct_any_posths_education
29531,County_29531,New Hampshire,Urban,10.21,2.35,66.93,33.07,4.8,19.51
18877,County_18877,Louisiana,Rural,6.68,4.24,66.02,33.98,5.76,18.07
33499,County_33499,North Carolina,Urban,21.43,8.72,76.15,23.85,9.21,41.46
46953,County_46953,Virginia,Suburban/Small City,15.47,9.91,75.02,24.98,6.64,35.49
9011,County_9011,Florida,Urban,16.16,2.63,82.09,17.91,5.75,26.31
56781,County_56781,Other,Suburban/Small City,11.3,7.76,,24.45,5.17,23.9
55825,County_55825,Other,Rural,19.2,6.56,71.93,28.07,5.67,35.19
20615,County_20615,Maryland,Rural,11.58,1.18,80.38,19.62,4.67,18.24
2551,County_2551,Alaska,Rural,15.81,6.29,74.54,25.46,6.69,33.57
29929,County_29929,New Hampshire,Rural,1.13,4.7,74.25,25.75,,12.08
56995,County_56995,Other,Urban,20.63,5.84,81.2,18.8,10.71,39.29
50217,County_50217,Wyoming,Rural,16.88,5.96,69.29,30.71,5.16,27.66
2049,County_2049,Alaska,Urban,17.62,4.23,66.46,33.54,3.38,29.42
13967,County_13967,Illinois,Suburban/Small City,15.04,5.29,72.47,27.53,,24.93
6541,County_6541,Colorado,Rural,4.64,5.86,63.87,36.13,3.56,12.61
23835,County_23835,Minnesota,Urban,9.33,4.24,73.62,26.38,4.99,23.17
55285,County_55285,Other,Rural,15.57,1.25,71.01,28.99,9.86,33.74
34827,County_34827,North Dakota,Urban,6.03,6.88,70.54,29.46,7.47,21.88
10707,County_10707,Georgia,Urban,17.49,1.63,68.09,31.91,6.34,29.23
17169,County_17169,Kentucky,Suburban/Small City,18.23,5.2,80.43,19.57,6.93,31.01
52865,County_52865,Other,Urban,21.67,4.08,80.93,,6.08,30.76
39351,County_39351,Rhode Island,Rural,18.86,4.63,75.45,24.55,10.1,35.14
18303,County_18303,Louisiana,Rural,25.63,6.67,83.31,16.69,6.76,40.92
17295,County_17295,Kentucky,Rural,15.22,6.54,76.81,23.19,6.43,32.78
10093,County_10093,Georgia,Suburban/Small City,16.91,6.41,78.37,21.63,8.43,33.21
56065,County_56065,Other,Rural,6.72,3.35,71.99,28.01,7.26,17.98
38423,County_38423,Pennsylvania,Urban,11.83,3.2,69.87,30.13,6.17,23.18
24583,County_24583,Mississippi,Rural,18.68,10.48,76.1,23.9,11.72,43.18
2943,County_2943,Alaska,Rural,12.08,7.07,72.93,27.07,13.15,33.39
45781,County_45781,Vermont,Rural,20.45,6.33,70.81,29.19,9.04,37.64
46647,County_46647,Virginia,Urban,17.82,,68.52,31.48,9.35,30.53
6839,County_6839,Colorado,Rural,17.65,7.21,78.26,21.74,12.33,41.52
33359,County_33359,North Carolina,Rural,20.18,8.21,80.15,19.85,7.3,39.3
28353,County_28353,Nevada,Rural,17.54,11.1,81.19,18.81,3.43,31.67
49025,County_49025,Wisconsin,Rural,10.09,4.85,68.5,,6.47,24.78
42555,County_42555,Tennessee,Suburban/Small City,21.63,7.54,77.49,22.51,7.12,38.87
11317,County_11317,Hawaii,Rural,13.87,5.88,,30.16,5.53,28.41
43205,County_43205,Texas,Rural,8.08,2.92,74.92,25.08,,16.69
35537,County_35537,Ohio,Urban,20.05,5.13,76.48,,8.5,36.5
41551,County_41551,South Dakota,Rural,19.93,7.58,77.33,22.67,9.92,39.38
12651,County_12651,Idaho,Rural,17.25,8.99,83.35,16.65,6.86,33.94
44365,County_44365,Utah,Rural,15.02,5.05,70.8,29.2,3.66,21.37
11667,County_11667,Hawaii,Rural,16.48,10.52,81.96,18.04,,31.18
56307,County_56307,Other,Suburban/Small City,21.31,4.91,78.11,21.89,9.37,38.7
30635,County_30635,New Jersey,Rural,18.21,3.42,85.87,14.13,3.4,26.76
24449,County_24449,Mississippi,Urban,18.44,8.41,70.95,29.05,6.05,31.99
40255,County_40255,South Carolina,Urban,11.17,5.87,72.73,27.27,6.77,27.47
10859,County_10859,Georgia,Urban,13.84,5.43,68.03,31.97,5.39,28.35
19317,County_19317,Maine,Urban,4.09,2.86,53.67,46.33,4.03,14.49
15237,County_15237,Iowa,Urban,9.58,6.23,75.26,24.74,3.86,16.83
8505,County_8505,Delaware,Rural,18.82,9.05,83.82,16.18,4.47,34.86
52177,County_52177,Other,Urban,13.04,4.2,77.46,22.54,6.39,23.17
10423,County_10423,Georgia,Urban,8.45,0.0,74.46,25.54,7.16,17.67
22967,County_22967,Michigan,Rural,17.03,5.6,81.81,18.19,5.3,27.92
45125,County_45125,Vermont,Rural,16.97,4.37,76.12,23.88,7.12,30.67
1783,County_1783,Alabama,Urban,12.74,6.41,87.96,12.04,4.7,26.31
53437,County_53437,Other,Suburban/Small City,17.93,8.05,85.76,14.24,9.49,37.19
33677,County_33677,North Carolina,Rural,6.19,3.61,66.61,33.39,8.39,21.11
54303,County_54303,Other,Suburban/Small City,19.46,5.46,73.29,26.71,7.18,37.96
42309,County_42309,Tennessee,Suburban/Small City,14.45,7.18,67.91,32.09,4.24,28.34
32475,County_32475,New York,Urban,12.25,10.36,75.61,24.39,10.54,33.85
33347,County_33347,North Carolina,Urban,6.01,2.13,75.42,24.58,3.67,11.75
38153,County_38153,Pennsylvania,Rural,16.79,8.12,82.41,17.59,7.04,
45423,County_45423,Vermont,Rural,9.84,4.76,80.24,19.76,4.39,
20853,County_20853,Maryland,Rural,18.75,2.8,,22.13,9.84,
39991,County_39991,Rhode Island,Rural,15.19,4.23,70.19,29.81,6.79,27.93
26867,County_26867,Montana,Suburban/Small City,12.59,4.78,77.29,22.71,4.36,23.78
23037,County_23037,Minnesota,Urban,3.73,3.17,70.26,29.74,8.39,15.94
41955,County_41955,South Dakota,Rural,6.51,0.97,73.92,26.08,6.76,15.72
15547,County_15547,Iowa,Urban,7.5,5.31,73.24,26.76,6.08,19.73
48663,County_48663,West Virginia,Rural,18.12,5.79,83.48,16.52,10.35,36.21
7699,County_7699,Connecticut,Rural,4.7,3.96,65.05,34.95,7.09,18.05
35047,County_35047,Ohio,Rural,9.61,4.37,67.74,32.26,4.76,18.96
53167,County_53167,Other,Urban,2.5,0.69,60.62,39.38,3.83,7.35
24501,County_24501,Mississippi,Rural,6.03,7.92,69.74,30.26,9.0,24.66
16445,County_16445,Kansas,Urban,18.16,6.88,77.34,22.66,7.8,31.77
17235,County_17235,Kentucky,Urban,14.58,5.58,72.5,27.5,4.79,26.47
26127,County_26127,Montana,Urban,13.7,7.82,78.37,21.63,4.24,26.38
32745,County_32745,New York,Rural,8.01,0.66,83.19,16.81,8.58,17.46
50803,County_50803,Wyoming,Urban,16.98,3.01,76.86,23.14,7.32,26.22
27155,County_27155,Nebraska,Urban,13.38,1.87,72.18,27.82,4.75,22.32
32067,County_32067,New York,Urban,,1.58,72.57,27.43,6.39,23.69
27651,County_27651,Nebraska,Rural,7.97,5.72,70.09,29.91,6.58,20.43
13815,County_13815,Illinois,Suburban/Small City,24.84,5.78,91.03,8.97,5.62,36.76
35163,County_35163,Ohio,Suburban/Small City,,5.83,84.14,15.86,7.98,38.14
38629,County_38629,Pennsylvania,Rural,15.19,11.22,80.61,19.39,5.31,35.54
28299,County_28299,Nevada,Urban,12.93,8.07,72.09,27.91,3.45,25.07
40329,County_40329,South Carolina,Suburban/Small City,20.32,8.3,72.25,27.75,8.72,37.86
43701,County_43701,Texas,Urban,15.4,5.99,,,10.33,36.8
36125,County_36125,Oklahoma,Rural,15.55,4.07,73.04,26.96,5.43,31.28
22019,County_22019,Michigan,Rural,18.32,6.59,81.75,18.25,7.12,35.09
48577,County_48577,West Virginia,Rural,21.34,6.55,76.55,23.45,5.82,39.3
5617,County_5617,California,Rural,17.21,7.09,82.03,17.97,6.7,34.64
38271,County_38271,Pennsylvania,Rural,16.57,6.0,79.21,20.79,3.87,25.0
31881,County_31881,New Mexico,Urban,22.06,9.95,82.8,17.2,9.55,43.37
18631,County_18631,Louisiana,Urban,10.06,4.25,77.03,22.97,6.67,23.86
14543,County_14543,Indiana,Rural,13.33,9.32,80.44,19.56,8.02,35.11
8915,County_8915,Delaware,Urban,22.75,8.08,88.6,11.4,4.14,35.65
51941,County_51941,Other,Urban,19.47,3.37,76.87,23.13,7.37,31.02
48691,County_48691,West Virginia,Rural,19.9,4.06,70.86,29.14,4.05,25.25
14385,County_14385,Indiana,Suburban/Small City,11.49,3.45,71.96,28.04,8.44,26.73
54871,County_54871,Other,Urban,19.45,9.69,78.21,21.79,,40.96
39763,County_39763,Rhode Island,Urban,22.95,8.33,79.11,20.89,7.47,38.43
40371,County_40371,South Carolina,Rural,19.88,6.44,71.46,28.54,6.41,32.69
42949,County_42949,Tennessee,Urban,17.54,7.93,80.52,19.48,7.64,34.18
29891,County_29891,New Hampshire,Urban,21.64,,83.94,16.06,4.96,33.98
16039,County_16039,Kansas,Rural,19.3,6.26,82.41,17.59,10.36,37.68
3487,County_3487,Arizona,Rural,10.82,4.62,77.19,22.81,10.68,29.55
2029,County_2029,Alaska,Urban,11.32,6.31,75.73,24.27,5.71,28.35
35267,County_35267,Ohio,Rural,14.34,8.63,79.85,20.15,7.14,30.31
29041,County_29041,New Hampshire,Rural,19.27,6.0,74.22,25.78,6.23,34.95
28715,County_28715,Nevada,Rural,22.56,5.84,87.2,12.8,,33.75
22767,County_22767,Michigan,Rural,15.95,5.76,79.86,20.14,7.6,31.83
39533,County_39533,Rhode Island,Urban,15.6,11.25,79.53,20.47,6.14,37.21
31395,County_31395,New Mexico,Rural,7.93,0.0,75.79,24.21,5.45,15.82
28973,County_28973,Nevada,Suburban/Small City,13.2,3.81,78.81,21.19,3.62,19.27
55255,County_55255,Other,Urban,9.03,6.19,69.14,30.86,8.62,31.24
34915,County_34915,North Dakota,Rural,17.97,5.95,71.53,28.47,7.65,32.62
13557,County_13557,Illinois,Urban,17.53,7.37,83.32,16.68,6.69,33.99
41843,County_41843,South Dakota,Urban,22.49,7.13,82.91,17.09,9.46,39.55
45923,County_45923,Vermont,Urban,2.99,0.89,68.22,31.78,2.54,10.04
9143,County_9143,Florida,Suburban/Small City,17.22,4.79,73.71,26.29,5.94,26.76
10457,County_10457,Georgia,Rural,21.19,9.28,66.55,33.45,5.91,39.49
46513,County_46513,Virginia,Urban,14.52,4.42,69.51,30.49,7.2,27.54
36771,County_36771,Oklahoma,Rural,19.46,7.95,80.6,,11.26,41.18
27855,County_27855,Nebraska,Urban,17.96,7.02,56.62,43.38,6.82,32.28
39621,County_39621,Rhode Island,Urban,13.86,0.0,74.32,25.68,3.57,20.38
27479,County_27479,Nebraska,Suburban/Small City,9.39,7.86,70.75,29.25,8.65,25.04
33447,County_33447,North Carolina,Urban,28.38,9.11,74.72,25.28,7.84,48.78
34237,County_34237,North Dakota,Rural,14.92,0.95,,28.01,2.2,23.31
31989,County_31989,New Mexico,Rural,12.74,1.6,74.88,25.12,4.29,18.87
11105,County_11105,Hawaii,Rural,,6.56,74.28,25.72,6.07,23.08
33497,County_33497,North Carolina,Rural,18.84,6.25,75.93,24.07,5.96,32.78
40275,County_40275,South Carolina,Rural,7.88,3.41,73.4,26.6,3.36,15.63
47919,County_47919,Washington,Suburban/Small City,9.56,0.04,69.13,30.87,6.98,20.51
43711,County_43711,Texas,Suburban/Small City,11.14,3.98,75.43,24.57,6.21,24.15
3577,County_3577,Arizona,Rural,4.25,5.29,63.68,36.32,6.75,18.98
24971,County_24971,Mississippi,Rural,,9.32,71.1,28.9,7.75,42.63
40065,County_40065,South Carolina,Urban,18.94,6.22,64.15,35.85,4.83,31.52
18239,County_18239,Louisiana,Rural,23.99,7.77,76.27,23.73,4.89,38.56
29107,County_29107,New Hampshire,Urban,4.94,3.75,66.22,33.78,7.63,19.39
27159,County_27159,Nebraska,Urban,21.93,11.61,88.5,11.5,7.07,41.38
24789,County_24789,Mississippi,Rural,7.62,6.66,78.92,21.08,5.21,22.49
5263,County_5263,California,Rural,12.46,0.73,68.39,31.61,8.2,25.11
15039,County_15039,Iowa,Rural,0.0,3.89,72.46,27.54,6.4,12.4
3057,County_3057,Arizona,Rural,24.06,8.24,74.43,25.57,8.05,41.32
33405,County_33405,North Carolina,Rural,12.22,5.34,73.38,26.62,7.32,26.45
45341,County_45341,Vermont,Urban,21.55,7.48,84.8,15.2,6.51,34.57
51799,County_51799,Other,Urban,22.85,8.5,78.76,21.24,6.96,39.77
52863,County_52863,Other,Urban,23.54,8.96,78.52,21.48,6.93,38.12
12887,County_12887,Idaho,Suburban/Small City,27.25,6.15,73.03,26.97,6.48,42.98
9197,County_9197,Florida,Rural,16.9,8.49,75.18,24.82,,
18243,County_18243,Louisiana,Rural,22.9,6.77,74.41,25.59,5.15,36.26
36461,County_36461,Oklahoma,Rural,13.04,7.6,78.32,21.68,7.39,31.29
2793,County_2793,Alaska,Rural,16.48,7.48,75.73,24.27,7.94,32.45
6177,County_6177,Colorado,Urban,16.48,9.64,78.1,21.9,8.7,35.02
48373,County_48373,West Virginia,Urban,10.96,6.44,72.05,27.95,5.19,26.9
33817,County_33817,North Carolina,Urban,15.94,7.22,76.85,23.15,5.14,30.0
4411,County_4411,Arkansas,Rural,13.99,4.29,73.04,26.96,5.36,24.69
40505,County_40505,South Carolina,Urban,16.9,3.47,68.62,31.38,6.81,28.31
21583,County_21583,Massachusetts,Urban,19.73,8.73,80.57,19.43,8.42,37.91
17549,County_17549,Kentucky,Rural,17.25,11.21,86.68,13.32,7.66,39.27
1343,County_1343,Alabama,Rural,18.46,7.4,75.33,24.67,6.17,31.9
33681,County_33681,North Carolina,Urban,9.25,3.37,78.84,21.16,5.36,19.4
22147,County_22147,Michigan,Rural,19.52,11.99,85.51,14.49,7.11,38.45
38871,County_38871,Pennsylvania,Urban,18.86,4.6,68.33,31.67,10.23,33.38
22577,County_22577,Michigan,Rural,,9.5,81.0,19.0,6.46,35.54
17503,County_17503,Kentucky,Rural,13.07,6.94,75.74,24.26,7.77,28.22
19283,County_19283,Maine,Suburban/Small City,14.07,5.21,,26.65,6.86,27.24
45415,County_45415,Vermont,Rural,23.26,9.6,82.32,17.68,6.4,40.07
18589,County_18589,Louisiana,Suburban/Small City,10.56,3.62,59.59,40.41,9.71,28.55
40107,County_40107,South Carolina,Rural,21.79,,90.31,9.69,10.06,39.75
21561,County_21561,Massachusetts,Urban,25.94,9.94,85.15,14.85,8.72,49.61
49213,County_49213,Wisconsin,Rural,,5.37,72.55,27.45,3.2,26.4
31087,County_31087,New Mexico,Rural,15.22,3.15,79.67,20.33,8.74,29.83
22311,County_22311,Michigan,Rural,13.69,6.46,69.5,30.5,3.77,27.7
19215,County_19215,Maine,Urban,9.35,0.66,60.92,39.08,2.75,14.75
28095,County_28095,Nevada,Rural,17.3,8.09,78.3,,7.6,33.93
12853,County_12853,Idaho,Rural,18.84,7.25,76.69,23.31,8.11,37.76
18867,County_18867,Louisiana,Rural,24.41,8.78,89.68,10.32,1.64,39.42
26747,County_26747,Montana,Urban,12.6,0.17,68.09,31.91,3.5,18.77
29005,County_29005,New Hampshire,Rural,15.55,1.72,70.16,29.84,4.16,25.6
3053,County_3053,Arizona,Rural,22.05,8.82,75.26,24.74,6.59,37.24
34185,County_34185,North Dakota,Rural,18.31,7.1,80.58,19.42,5.99,35.33
10191,County_10191,Georgia,Urban,26.8,6.63,87.05,12.95,8.97,46.18
47545,County_47545,Washington,Suburban/Small City,12.5,4.64,80.49,19.51,7.9,27.69
21563,County_21563,Massachusetts,Rural,21.48,6.13,,22.51,7.92,38.29
50609,County_50609,Wyoming,Rural,14.89,8.55,79.62,20.38,6.75,30.34
22037,County_22037,Michigan,Suburban/Small City,17.41,6.0,67.65,32.35,6.61,29.63
30899,County_30899,New Jersey,Urban,18.75,9.23,80.12,19.88,5.55,32.02
8977,County_8977,Delaware,Rural,19.61,8.52,73.78,26.22,,36.39
5027,County_5027,California,Suburban/Small City,15.14,4.06,70.51,29.49,6.79,29.0
19353,County_19353,Maine,Rural,17.22,2.13,,22.01,6.75,27.36
32753,County_32753,New York,Rural,10.63,4.24,68.16,31.84,3.96,18.6
42347,County_42347,Tennessee,Rural,19.9,2.52,74.65,25.35,7.73,31.84
31281,County_31281,New Mexico,Rural,10.02,2.28,67.42,32.58,7.75,20.24
35415,County_35415,Ohio,Rural,21.39,10.62,87.54,12.46,6.41,39.66
27849,County_27849,Nebraska,Rural,13.66,2.51,71.66,28.34,6.0,22.27
19517,County_19517,Maine,Suburban/Small City,29.04,7.35,,15.96,6.09,48.88
4739,County_4739,Arkansas,Rural,21.26,5.82,72.33,27.67,6.76,34.87
52227,County_52227,Other,Urban,9.34,3.38,73.11,26.89,,25.76
12797,County_12797,Idaho,Urban,17.74,11.18,79.4,20.6,6.43,40.51
10683,County_10683,Georgia,Urban,8.13,5.81,72.87,27.13,11.29,25.04
26859,County_26859,Montana,Suburban/Small City,13.66,4.34,71.0,29.0,6.7,27.92
23671,County_23671,Minnesota,Urban,12.94,5.85,75.54,24.46,2.64,22.79
33023,County_33023,North Carolina,Rural,16.75,1.85,86.83,13.17,6.88,28.38
15953,County_15953,Iowa,Urban,19.96,7.05,85.83,14.17,10.67,40.47
5857,County_5857,California,Rural,21.28,5.58,72.65,27.35,8.53,39.31
1273,County_1273,Alabama,Rural,16.24,4.56,77.33,22.67,2.06,26.83
15115,County_15115,Iowa,Urban,7.7,4.29,63.37,36.63,3.21,18.12
4045,County_4045,Arkansas,Rural,19.66,11.57,78.19,21.81,8.02,41.79
42779,County_42779,Tennessee,Urban,16.53,4.41,70.01,29.99,3.4,25.12
2563,County_2563,Alaska,Urban,17.76,5.74,73.19,,5.64,32.76
26607,County_26607,Montana,Rural,18.29,11.37,,15.4,7.98,40.53
19537,County_19537,Maine,Urban,7.6,2.23,76.54,23.46,5.11,16.57
33315,County_33315,North Carolina,Suburban/Small City,14.91,5.38,72.71,27.29,6.97,29.09
35629,County_35629,Ohio,Rural,9.11,5.85,65.0,35.0,6.38,24.29
51861,County_51861,Other,Urban,15.76,8.47,76.44,23.56,4.76,27.64
37731,County_37731,Oregon,Rural,19.53,10.31,85.28,14.72,8.78,39.41
2245,County_2245,Alaska,Rural,19.96,7.52,82.93,17.07,7.2,38.11
56633,County_56633,Other,Suburban/Small City,9.36,3.4,77.98,22.02,3.78,17.81
32857,County_32857,New York,Urban,8.24,4.68,70.89,29.11,6.67,24.35
23385,County_23385,Minnesota,Urban,2.12,5.93,67.72,32.28,0.07,7.28
36263,County_36263,Oklahoma,Suburban/Small City,14.26,3.78,69.19,30.81,5.53,24.94
27393,County_27393,Nebraska,Rural,22.57,6.17,78.67,21.33,9.0,40.83
9931,County_9931,Florida,Suburban/Small City,17.94,9.32,77.32,22.68,8.92,37.08
9015,County_9015,Florida,Urban,6.85,4.61,72.73,,4.11,19.58
47291,County_47291,Washington,Suburban/Small City,16.38,,74.64,25.36,6.13,30.12
1775,County_1775,Alabama,Rural,15.45,7.95,79.7,20.3,,33.06
2383,County_2383,Alaska,Urban,2.1,6.49,67.9,32.1,3.55,13.13
15893,County_15893,Iowa,Rural,13.39,7.75,74.87,25.13,7.62,30.06
29425,County_29425,New Hampshire,Rural,9.56,5.69,76.65,23.35,11.59,29.96
37407,County_37407,Oregon,Urban,18.8,8.93,74.13,25.87,2.74,32.63
6947,County_6947,Colorado,Rural,9.0,7.1,74.38,25.62,4.93,27.8
48447,County_48447,West Virginia,Rural,24.36,8.01,88.69,11.31,6.53,38.0
11207,County_11207,Hawaii,Urban,20.63,9.48,83.12,16.88,8.52,40.25
42827,County_42827,Tennessee,Urban,20.47,5.6,75.72,24.28,5.89,35.27
45521,County_45521,Vermont,Urban,9.2,2.79,80.1,19.9,8.43,21.63
26529,County_26529,Montana,Suburban/Small City,20.21,5.79,75.22,24.78,4.88,36.17
28565,County_28565,Nevada,Rural,18.65,8.04,67.53,32.47,4.79,30.75
37325,County_37325,Oregon,Suburban/Small City,14.6,2.72,81.84,18.16,5.72,25.03
24367,County_24367,Mississippi,Suburban/Small City,11.31,0.0,68.07,31.93,4.9,17.13
9985,County_9985,Florida,Urban,6.7,3.92,68.37,31.63,6.14,18.69
9461,County_9461,Florida,Rural,13.99,8.98,79.45,20.55,3.88,23.65
50549,County_50549,Wyoming,Suburban/Small City,10.78,5.48,77.62,22.38,5.47,
38229,County_38229,Pennsylvania,Urban,10.03,5.04,,36.54,4.61,25.68
36715,County_36715,Oklahoma,Rural,10.72,,58.94,41.06,5.66,22.23
43133,County_43133,Texas,Rural,15.17,10.82,81.73,18.27,6.3,34.34
56937,County_56937,Other,Suburban/Small City,22.31,7.86,80.33,19.67,11.72,40.28
56265,County_56265,Other,Urban,15.67,6.41,79.82,20.18,8.68,
2205,County_2205,Alaska,Urban,11.53,5.13,72.26,27.74,8.12,27.47
34117,County_34117,North Dakota,Urban,5.4,4.8,65.23,34.77,5.9,19.27
54743,County_54743,Other,Rural,8.88,7.36,74.68,25.32,9.53,26.52
29063,County_29063,New Hampshire,Urban,12.0,5.86,62.18,37.82,6.15,23.43
49559,County_49559,Wisconsin,Suburban/Small City,11.12,6.31,78.56,21.44,4.35,24.01
46109,County_46109,Virginia,Rural,14.38,10.03,81.56,18.44,6.78,33.34
53795,County_53795,Other,Rural,19.72,,71.71,28.29,9.09,36.69
8271,County_8271,Delaware,Urban,19.07,,77.17,22.83,7.02,31.83
52063,County_52063,Other,Rural,17.84,7.21,76.98,23.02,6.67,31.05
28041,County_28041,Nevada,Rural,25.64,9.16,75.78,24.22,5.34,42.36
43681,County_43681,Texas,Urban,15.78,4.61,69.32,30.68,10.46,36.25
45315,County_45315,Vermont,Urban,9.28,8.35,66.29,,4.63,26.04
52631,County_52631,Other,Urban,14.65,5.91,61.46,38.54,4.78,28.84
43665,County_43665,Texas,Urban,12.15,6.53,78.03,21.97,8.82,32.29
54469,County_54469,Other,Rural,8.62,3.6,76.19,23.81,7.68,22.86
56745,County_56745,Other,Urban,14.11,2.83,78.87,21.13,5.53,24.31
11253,County_11253,Hawaii,Urban,12.04,3.36,71.73,28.27,3.49,17.14
17845,County_17845,Kentucky,Rural,22.43,9.17,85.52,14.48,10.22,47.18
26905,County_26905,Montana,Urban,10.46,5.44,82.44,17.56,8.44,22.68
12535,County_12535,Idaho,Rural,17.02,5.2,,29.31,6.17,30.88
30951,County_30951,New Jersey,Rural,15.02,4.76,80.51,19.49,,29.86
45159,County_45159,Vermont,Rural,18.06,4.9,68.29,31.71,9.46,34.5
12061,County_12061,Idaho,Rural,20.53,7.93,83.37,16.63,,38.81
11275,County_11275,Hawaii,Rural,8.49,7.63,58.45,41.55,6.37,23.44
52483,County_52483,Other,Rural,8.09,2.9,68.04,31.96,2.43,17.34
49411,County_49411,Wisconsin,Rural,11.74,3.34,68.72,31.28,4.8,24.15
53113,County_53113,Other,Rural,15.3,4.12,71.7,,4.54,22.66
1537,County_1537,Alabama,Urban,15.95,9.8,79.92,20.08,7.62,33.62
47349,County_47349,Washington,Urban,20.68,8.24,64.78,35.22,5.32,36.74
26339,County_26339,Montana,Rural,18.62,1.7,76.26,23.74,3.62,26.32
24543,County_24543,Mississippi,Rural,12.55,5.65,78.76,21.24,6.22,26.69
34335,County_34335,North Dakota,Rural,9.29,2.53,72.28,27.72,7.9,23.72
1573,County_1573,Alabama,Rural,12.37,3.1,83.45,16.55,7.34,26.31
37333,County_37333,Oregon,Urban,21.3,7.17,81.33,18.67,7.36,36.81
46175,County_46175,Virginia,Rural,15.69,4.94,75.69,24.31,5.28,23.61
46461,County_46461,Virginia,Urban,16.4,4.69,76.96,23.04,7.18,32.98
15123,County_15123,Iowa,Rural,24.87,8.04,86.34,13.66,6.88,39.94
43745,County_43745,Texas,Rural,30.33,9.34,79.72,20.28,7.97,47.27
16347,County_16347,Kansas,Urban,5.5,7.71,71.26,28.74,5.3,22.6
38389,County_38389,Pennsylvania,Urban,10.92,3.68,75.42,24.58,8.65,28.96
11721,County_11721,Hawaii,Rural,20.55,12.18,76.43,23.57,4.88,38.93
34371,County_34371,North Dakota,Rural,16.36,3.59,72.12,27.88,8.12,27.77
41417,County_41417,South Dakota,Suburban/Small City,21.59,7.05,78.52,21.48,10.77,40.35
54919,County_54919,Other,Urban,31.06,8.79,85.99,14.01,5.68,45.01
8723,County_8723,Delaware,Rural,16.9,4.98,82.1,17.9,10.61,34.46
28345,County_28345,Nevada,Rural,20.66,9.86,83.27,16.73,4.81,36.09
4901,County_4901,Arkansas,Rural,12.61,5.89,72.75,27.25,8.21,29.06
12407,County_12407,Idaho,Rural,11.05,5.27,75.06,24.94,3.41,22.72
45997,County_45997,Vermont,Rural,24.23,4.59,80.5,19.5,10.2,40.59
42801,County_42801,Tennessee,Urban,14.5,7.45,79.43,20.57,4.17,31.97
52251,County_52251,Other,Rural,15.59,7.66,79.53,20.47,5.07,31.05
46017,County_46017,Virginia,Rural,10.77,7.1,72.43,27.57,7.41,26.76
51153,County_51153,Other,Urban,15.74,5.58,67.38,32.62,0.21,22.54
28365,County_28365,Nevada,Rural,23.23,9.19,84.94,15.06,8.73,42.32
48967,County_48967,West Virginia,Suburban/Small City,5.39,0.96,62.42,37.58,4.44,8.84
33825,County_33825,North Carolina,Rural,8.31,0.0,67.3,32.7,4.46,13.24
18593,County_18593,Louisiana,Rural,19.18,8.91,70.08,29.92,5.54,34.75
48545,County_48545,West Virginia,Urban,3.21,2.43,69.24,30.76,3.84,13.78
16371,County_16371,Kansas,Urban,15.56,7.77,79.77,20.23,9.06,33.93
49101,County_49101,Wisconsin,Suburban/Small City,19.42,9.53,87.11,12.89,8.44,37.88
19017,County_19017,Maine,Urban,19.61,5.77,75.46,24.54,6.72,34.94
31991,County_31991,New Mexico,Rural,23.48,5.64,77.51,22.49,4.1,35.8
46505,County_46505,Virginia,Urban,8.7,6.88,73.63,26.37,5.53,23.57
48679,County_48679,West Virginia,Rural,22.74,,91.72,8.28,9.46,41.16
8215,County_8215,Delaware,Urban,6.58,0.0,66.62,33.38,4.47,16.34
51935,County_51935,Other,Rural,11.09,0.0,65.13,34.87,6.38,19.51
38045,County_38045,Pennsylvania,Rural,,2.71,66.48,33.52,5.8,25.36
20073,County_20073,Maryland,Urban,24.83,5.78,77.66,22.34,4.65,36.67
31271,County_31271,New Mexico,Urban,21.69,9.47,82.62,17.38,6.45,40.59
23217,County_23217,Minnesota,Rural,26.39,5.34,86.23,13.77,5.76,39.08
22095,County_22095,Michigan,Suburban/Small City,13.33,5.48,73.15,26.85,6.64,30.49
30965,County_30965,New Jersey,Rural,16.18,5.33,74.69,25.31,6.1,27.81
1739,County_1739,Alabama,Urban,21.04,7.3,80.19,19.81,9.61,36.54
5381,County_5381,California,Rural,10.37,9.1,70.12,29.88,7.23,27.76
20423,County_20423,Maryland,Rural,8.95,1.93,78.21,21.79,3.67,17.37
