COUNTYFIPS,COUNTY,STATE,rucc_2013_code,community_type,nchs_urban_rural_code
50969,County_50969,Wyoming,2.0,Urban,2.0
48753,County_48753,West Virginia,9.0,Rural,6.0
4673,County_4673,Arkansas,7.0,Rural,5.0
25423,County_25423,Missouri,5.0,Suburban/Small City,4.0
55809,County_55809,Other,8.0,Rural,6.0
52057,County_52057,Other,8.0,Rural,6.0
14777,County_14777,Indiana,9.0,Rural,6.0
33617,County_33617,North Carolina,1.0,Urban,1.0
3255,County_3255,Arizona,3.0,Urban,3.0
50971,County_50971,Wyoming,5.0,Suburban/Small City,4.0
28683,County_28683,Nevada,2.0,Urban,2.0
34675,County_34675,North Dakota,9.0,Rural,6.0
37153,County_37153,Oregon,6.0,Rural,5.0
27497,County_27497,Nebraska,8.0,Rural,6.0
40623,County_40623,South Carolina,6.0,Rural,5.0
6829,County_6829,Colorado,5.0,Suburban/Small City,4.0
49647,County_49647,Wisconsin,3.0,Urban,3.0
24611,County_24611,Mississippi,2.0,Urban,2.0
17671,County_17671,Kentucky,9.0,Rural,6.0
25629,County_25629,Missouri,1.0,Urban,1.0
39483,County_39483,Rhode Island,4.0,Suburban/Small City,4.0
12259,County_12259,Idaho,1.0,Urban,1.0
6725,County_6725,Colorado,9.0,Rural,6.0
3177,County_3177,Arizona,9.0,Rural,6.0
25827,County_25827,Missouri,8.0,Rural,6.0
44123,County_44123,Utah,4.0,Suburban/Small City,4.0
28753,County_28753,Nevada,8.0,Rural,6.0
34943,County_34943,North Dakota,1.0,Urban,1.0
20057,County_20057,Maryland,9.0,Rural,6.0
54393,County_54393,Other,9.0,Rural,6.0
55315,County_55315,Other,8.0,Rural,6.0
53271,County_53271,Other,6.0,Rural,5.0
18827,County_18827,Louisiana,1.0,Urban,1.0
14099,County_14099,Indiana,7.0,Rural,5.0
13085,County_13085,Illinois,5.0,Suburban/Small City,4.0
40845,County_40845,South Carolina,8.0,Rural,6.0
1853,County_1853,Alabama,1.0,Urban,1.0
39249,County_39249,Rhode Island,7.0,Rural,5.0
49747,County_49747,Wisconsin,2.0,Urban,2.0
16669,County_16669,Kansas,7.0,Rural,5.0
53273,County_53273,Other,3.0,Urban,3.0
54503,County_54503,Other,8.0,Rural,6.0
21713,County_21713,Massachusetts,9.0,Rural,6.0
32157,County_32157,New York,6.0,Rural,5.0
41043,County_41043,South Dakota,4.0,Suburban/Small City,4.0
15569,County_15569,Iowa,9.0,Rural,6.0
33431,County_33431,North Carolina,9.0,Rural,6.0
23297,County_23297,Minnesota,1.0,Urban,1.0
19125,County_19125,Maine,6.0,Rural,5.0
20273,County_20273,Maryland,7.0,Rural,5.0
14697,County_14697,Indiana,8.0,Rural,6.0
18625,County_18625,Louisiana,2.0,Urban,2.0
21507,County_21507,Massachusetts,1.0,Urban,1.0
1235,County_1235,Alabama,6.0,Rural,5.0
21993,County_21993,Massachusetts,6.0,Rural,5.0
24581,County_24581,Mississippi,9.0,Rural,6.0
42315,County_42315,Tennessee,8.0,Rural,6.0
54525,County_54525,Other,8.0,Rural,6.0
13825,County_13825,Illinois,9.0,Rural,6.0
40317,County_40317,South Carolina,1.0,Urban,1.0
25325,County_25325,Missouri,6.0,Rural,5.0
53911,County_53911,Other,5.0,Suburban/Small City,4.0
19133,County_19133,Maine,5.0,Suburban/Small City,4.0
43571,County_43571,Texas,3.0,Urban,3.0
30259,County_30259,New Jersey,3.0,Urban,3.0
20063,County_20063,Maryland,3.0,Urban,3.0
33319,County_33319,North Carolina,4.0,Suburban/Small City,4.0
15327,County_15327,Iowa,2.0,Urban,2.0
35861,County_35861,Ohio,6.0,Rural,5.0
46465,County_46465,Virginia,1.0,Urban,1.0
5497,County_5497,California,9.0,Rural,6.0
37455,County_37455,Oregon,6.0,Rural,5.0
7223,County_7223,Connecticut,3.0,Urban,3.0
24321,County_24321,Mississippi,8.0,Rural,6.0
21713,County_21713,Massachusetts,6.0,Rural,5.0
37081,County_37081,Oregon,8.0,Rural,6.0
6615,County_6615,Colorado,8.0,Rural,6.0
23993,County_23993,Minnesota,9.0,Rural,6.0
25639,County_25639,Missouri,3.0,Urban,3.0
39727,County_39727,Rhode Island,3.0,Urban,3.0
56835,County_56835,Other,2.0,Urban,2.0
31311,County_31311,New Mexico,8.0,Rural,6.0
18331,County_18331,Louisiana,3.0,Urban,3.0
16975,County_16975,Kansas,2.0,Urban,2.0
10035,County_10035,Georgia,8.0,Rural,6.0
5541,County_5541,California,7.0,Rural,5.0
16985,County_16985,Kansas,8.0,Rural,6.0
53211,County_53211,Other,2.0,Urban,2.0
10593,County_10593,Georgia,8.0,Rural,6.0
11311,County_11311,Hawaii,8.0,Rural,6.0
21095,County_21095,Massachusetts,4.0,Suburban/Small City,4.0
56411,County_56411,Other,7.0,Rural,5.0
43541,County_43541,Texas,8.0,Rural,6.0
13531,County_13531,Illinois,7.0,Rural,5.0
40305,County_40305,South Carolina,7.0,Rural,5.0
33917,County_33917,North Carolina,5.0,Suburban/Small City,4.0
49763,County_49763,Wisconsin,2.0,Urban,2.0
33021,County_33021,North Carolina,9.0,Rural,6.0
52367,County_52367,Other,6.0,Rural,5.0
56521,County_56521,Other,9.0,Rural,6.0
45849,County_45849,Vermont,9.0,Rural,6.0
49377,County_49377,Wisconsin,6.0,Rural,5.0
21601,County_21601,Massachusetts,7.0,Rural,5.0
28161,County_28161,Nevada,8.0,Rural,6.0
31153,County_31153,New Mexico,9.0,Rural,6.0
11975,County_11975,Hawaii,3.0,Urban,3.0
34929,County_34929,North Dakota,4.0,Suburban/Small City,4.0
31631,County_31631,New Mexico,1.0,Urban,1.0
53453,County_53453,Other,1.0,Urban,1.0
39191,County_39191,Rhode Island,6.0,Rural,5.0
48883,County_48883,West Virginia,9.0,Rural,6.0
36751,County_36751,Oklahoma,1.0,Urban,1.0
13837,County_13837,Illinois,1.0,Urban,1.0
52927,County_52927,Other,2.0,Urban,2.0
7539,County_7539,Connecticut,9.0,Rural,6.0
14969,County_14969,Indiana,1.0,Urban,1.0
11895,County_11895,Hawaii,1.0,Urban,1.0
15973,County_15973,Iowa,3.0,Urban,3.0
56123,County_56123,Other,9.0,Rural,6.0
15909,County_15909,Iowa,2.0,Urban,2.0
20703,County_20703,Maryland,9.0,Rural,6.0
32763,County_32763,New York,3.0,Urban,3.0
28723,County_28723,Nevada,6.0,Rural,5.0
25309,County_25309,Missouri,8.0,Rural,6.0
49675,County_49675,Wisconsin,1.0,Urban,1.0
23917,County_23917,Minnesota,8.0,Rural,6.0
20985,County_20985,Maryland,1.0,Urban,1.0
49783,County_49783,Wisconsin,8.0,Rural,6.0
18083,County_18083,Louisiana,4.0,Suburban/Small City,4.0
36915,County_36915,Oklahoma,5.0,Suburban/Small City,4.0
29725,County_29725,New Hampshire,2.0,Urban,2.0
5597,County_5597,California,3.0,Urban,3.0
1331,County_1331,Alabama,2.0,Urban,2.0
36823,County_36823,Oklahoma,1.0,Urban,1.0
54451,County_54451,Other,8.0,Rural,6.0
12409,County_12409,Idaho,4.0,Suburban/Small City,4.0
46839,County_46839,Virginia,1.0,Urban,1.0
18775,County_18775,Louisiana,8.0,Rural,6.0
4093,County_4093,Arkansas,9.0,Rural,6.0
54529,County_54529,Other,8.0,Rural,6.0
35005,County_35005,Ohio,3.0,Urban,3.0
55159,County_55159,Other,7.0,Rural,5.0
9149,County_9149,Florida,5.0,Suburban/Small City,4.0
19659,County_19659,Maine,7.0,Rural,5.0
21609,County_21609,Massachusetts,8.0,Rural,6.0
11633,County_11633,Hawaii,4.0,Suburban/Small City,4.0
48869,County_48869,West Virginia,7.0,Rural,5.0
15563,County_15563,Iowa,5.0,Suburban/Small City,4.0
56957,County_56957,Other,7.0,Rural,5.0
2793,County_2793,Alaska,3.0,Urban,3.0
20735,County_20735,Maryland,9.0,Rural,6.0
30021,County_30021,New Jersey,9.0,Rural,6.0
39377,County_39377,Rhode Island,7.0,Rural,5.0
20785,County_20785,Maryland,8.0,Rural,6.0
29181,County_29181,New Hampshire,9.0,Rural,6.0
35053,County_35053,Ohio,9.0,Rural,6.0
37749,County_37749,Oregon,8.0,Rural,6.0
4063,County_4063,Arkansas,7.0,Rural,5.0
25163,County_25163,Missouri,8.0,Rural,6.0
9123,County_9123,Florida,8.0,Rural,6.0
43597,County_43597,Texas,8.0,Rural,6.0
50277,County_50277,Wyoming,1.0,Urban,1.0
52541,County_52541,Other,9.0,Rural,6.0
1867,County_1867,Alabama,1.0,Urban,1.0
24679,County_24679,Mississippi,8.0,Rural,6.0
4553,County_4553,Arkansas,8.0,Rural,6.0
56271,County_56271,Other,9.0,Rural,6.0
52917,County_52917,Other,8.0,Rural,6.0
41123,County_41123,South Dakota,8.0,Rural,6.0
22429,County_22429,Michigan,7.0,Rural,5.0
34353,County_34353,North Dakota,3.0,Urban,3.0
37389,County_37389,Oregon,8.0,Rural,6.0
11601,County_11601,Hawaii,2.0,Urban,2.0
13727,County_13727,Illinois,5.0,Suburban/Small City,4.0
36165,County_36165,Oklahoma,6.0,Rural,5.0
22283,County_22283,Michigan,5.0,Suburban/Small City,4.0
9483,County_9483,Florida,3.0,Urban,3.0
34361,County_34361,North Dakota,8.0,Rural,6.0
25111,County_25111,Missouri,9.0,Rural,6.0
48475,County_48475,West Virginia,4.0,Suburban/Small City,4.0
56073,County_56073,Other,3.0,Urban,3.0
30369,County_30369,New Jersey,7.0,Rural,5.0
49251,County_49251,Wisconsin,1.0,Urban,1.0
38855,County_38855,Pennsylvania,8.0,Rural,6.0
49607,County_49607,Wisconsin,9.0,Rural,6.0
45401,County_45401,Vermont,8.0,Rural,6.0
40205,County_40205,South Carolina,8.0,Rural,6.0
16449,County_16449,Kansas,2.0,Urban,2.0
28471,County_28471,Nevada,3.0,Urban,3.0
10817,County_10817,Georgia,2.0,Urban,2.0
33473,County_33473,North Carolina,6.0,Rural,5.0
7225,County_7225,Connecticut,8.0,Rural,6.0
53713,County_53713,Other,8.0,Rural,6.0
41211,County_41211,South Dakota,3.0,Urban,3.0
33959,County_33959,North Carolina,9.0,Rural,6.0
7405,County_7405,Connecticut,8.0,Rural,6.0
18633,County_18633,Louisiana,7.0,Rural,5.0
20033,County_20033,Maryland,1.0,Urban,1.0
25851,County_25851,Missouri,3.0,Urban,3.0
11779,County_11779,Hawaii,5.0,Suburban/Small City,4.0
11149,County_11149,Hawaii,7.0,Rural,5.0
5599,County_5599,California,1.0,Urban,1.0
42031,County_42031,Tennessee,1.0,Urban,1.0
52409,County_52409,Other,3.0,Urban,3.0
31981,County_31981,New Mexico,6.0,Rural,5.0
10129,County_10129,Georgia,1.0,Urban,1.0
40855,County_40855,South Carolina,5.0,Suburban/Small City,4.0
54385,County_54385,Other,1.0,Urban,1.0
52637,County_52637,Other,6.0,Rural,5.0
43001,County_43001,Texas,2.0,Urban,2.0
46573,County_46573,Virginia,8.0,Rural,6.0
4813,County_4813,Arkansas,8.0,Rural,6.0
51309,County_51309,Other,1.0,Urban,1.0
18351,County_18351,Louisiana,7.0,Rural,5.0
52403,County_52403,Other,7.0,Rural,5.0
43439,County_43439,Texas,9.0,Rural,6.0
28113,County_28113,Nevada,2.0,Urban,2.0
31469,County_31469,New Mexico,3.0,Urban,3.0
23479,County_23479,Minnesota,7.0,Rural,5.0
20345,County_20345,Maryland,3.0,Urban,3.0
27811,County_27811,Nebraska,4.0,Suburban/Small City,4.0
41939,County_41939,South Dakota,9.0,Rural,6.0
31255,County_31255,New Mexico,1.0,Urban,1.0
15311,County_15311,Iowa,9.0,Rural,6.0
2115,County_2115,Alaska,1.0,Urban,1.0
45483,County_45483,Vermont,2.0,Urban,2.0
11853,County_11853,Hawaii,6.0,Rural,5.0
4685,County_4685,Arkansas,8.0,Rural,6.0
15357,County_15357,Iowa,8.0,Rural,6.0
5241,County_5241,California,9.0,Rural,6.0
12863,County_12863,Idaho,1.0,Urban,1.0
12905,County_12905,Idaho,3.0,Urban,3.0
28281,County_28281,Nevada,8.0,Rural,6.0
34969,County_34969,North Dakota,1.0,Urban,1.0
4233,County_4233,Arkansas,4.0,Suburban/Small City,4.0
52809,County_52809,Other,2.0,Urban,2.0
52737,County_52737,Other,7.0,Rural,5.0
5911,County_5911,California,7.0,Rural,5.0
45099,County_45099,Vermont,9.0,Rural,6.0
8477,County_8477,Delaware,7.0,Rural,5.0
39805,County_39805,Rhode Island,1.0,Urban,1.0
17541,County_17541,Kentucky,9.0,Rural,6.0
53275,County_53275,Other,8.0,Rural,6.0
13485,County_13485,Illinois,2.0,Urban,2.0
16541,County_16541,Kansas,9.0,Rural,6.0
19907,County_19907,Maine,7.0,Rural,5.0
56521,County_56521,Other,3.0,Urban,3.0
38507,County_38507,Pennsylvania,8.0,Rural,6.0
11357,County_11357,Hawaii,8.0,Rural,6.0
48291,County_48291,West Virginia,1.0,Urban,1.0
24249,County_24249,Mississippi,9.0,Rural,6.0
51923,County_51923,Other,7.0,Rural,5.0
34563,County_34563,North Dakota,9.0,Rural,6.0
8587,County_8587,Delaware,2.0,Urban,2.0
44045,County_44045,Utah,9.0,Rural,6.0
45515,County_45515,Vermont,2.0,Urban,2.0
16219,County_16219,Kansas,6.0,Rural,5.0
40715,County_40715,South Carolina,5.0,Suburban/Small City,4.0
3537,County_3537,Arizona,1.0,Urban,1.0
35467,County_35467,Ohio,6.0,Rural,5.0
42503,County_42503,Tennessee,8.0,Rural,6.0
47369,County_47369,Washington,3.0,Urban,3.0
45367,County_45367,Vermont,1.0,Urban,1.0
13483,County_13483,Illinois,3.0,Urban,3.0
50613,County_50613,Wyoming,9.0,Rural,6.0
17269,County_17269,Kentucky,7.0,Rural,5.0
30549,County_30549,New Jersey,8.0,Rural,6.0
43417,County_43417,Texas,6.0,Rural,5.0
13553,County_13553,Illinois,9.0,Rural,6.0
14087,County_14087,Indiana,3.0,Urban,3.0
44237,County_44237,Utah,4.0,Suburban/Small City,4.0
17419,County_17419,Kentucky,6.0,Rural,5.0
42837,County_42837,Tennessee,9.0,Rural,6.0
11687,County_11687,Hawaii,1.0,Urban,1.0
22397,County_22397,Michigan,6.0,Rural,5.0
8879,County_8879,Delaware,2.0,Urban,2.0
17585,County_17585,Kentucky,3.0,Urban,3.0
28313,County_28313,Nevada,7.0,Rural,5.0
19443,County_19443,Maine,7.0,Rural,5.0
18601,County_18601,Louisiana,3.0,Urban,3.0
9961,County_9961,Florida,8.0,Rural,6.0
7911,County_7911,Connecticut,9.0,Rural,6.0
34825,County_34825,North Dakota,3.0,Urban,3.0
56233,County_56233,Other,3.0,Urban,3.0
31295,County_31295,New Mexico,7.0,Rural,5.0
11623,County_11623,Hawaii,8.0,Rural,6.0
35657,County_35657,Ohio,7.0,Rural,5.0
6351,County_6351,Colorado,4.0,Suburban/Small City,4.0
27065,County_27065,Nebraska,8.0,Rural,6.0
26317,County_26317,Montana,7.0,Rural,5.0
53155,County_53155,Other,6.0,Rural,5.0
27091,County_27091,Nebraska,3.0,Urban,3.0
4737,County_4737,Arkansas,8.0,Rural,6.0
47873,County_47873,Washington,9.0,Rural,6.0
9675,County_9675,Florida,8.0,Rural,6.0
43657,County_43657,Texas,6.0,Rural,5.0
50723,County_50723,Wyoming,9.0,Rural,6.0
54755,County_54755,Other,2.0,Urban,2.0
13671,County_13671,Illinois,5.0,Suburban/Small City,4.0
12505,County_12505,Idaho,6.0,Rural,5.0
18517,County_18517,Louisiana,9.0,Rural,6.0
53881,County_53881,Other,2.0,Urban,2.0
43815,County_43815,Texas,8.0,Rural,6.0
36431,County_36431,Oklahoma,6.0,Rural,5.0
34131,County_34131,North Dakota,2.0,Urban,2.0
52567,County_52567,Other,8.0,Rural,6.0
44097,County_44097,Utah,8.0,Rural,6.0
4551,County_4551,Arkansas,3.0,Urban,3.0
18619,County_18619,Louisiana,1.0,Urban,1.0
13309,County_13309,Illinois,8.0,Rural,6.0
23813,County_23813,Minnesota,9.0,Rural,6.0
13381,County_13381,Illinois,8.0,Rural,6.0
20611,County_20611,Maryland,2.0,Urban,2.0
7099,County_7099,Connecticut,9.0,Rural,6.0
52217,County_52217,Other,6.0,Rural,5.0
33055,County_33055,North Carolina,4.0,Suburban/Small City,4.0
24663,County_24663,Mississippi,8.0,Rural,6.0
27763,County_27763,Nebraska,8.0,Rural,6.0
24467,County_24467,Mississippi,8.0,Rural,6.0
24455,County_24455,Mississippi,2.0,Urban,2.0
49213,County_49213,Wisconsin,9.0,Rural,6.0
38153,County_38153,Pennsylvania,7.0,Rural,5.0
44323,County_44323,Utah,9.0,Rural,6.0
44673,County_44673,Utah,7.0,Rural,5.0
50373,County_50373,Wyoming,1.0,Urban,1.0
37059,County_37059,Oregon,7.0,Rural,5.0
27069,County_27069,Nebraska,9.0,Rural,6.0
51655,County_51655,Other,9.0,Rural,6.0
31433,County_31433,New Mexico,3.0,Urban,3.0
54769,County_54769,Other,5.0,Suburban/Small City,4.0
13061,County_13061,Illinois,1.0,Urban,1.0
4829,County_4829,Arkansas,5.0,Suburban/Small City,4.0
43577,County_43577,Texas,7.0,Rural,5.0
56181,County_56181,Other,2.0,Urban,2.0
23847,County_23847,Minnesota,6.0,Rural,5.0
19989,County_19989,Maine,2.0,Urban,2.0
13301,County_13301,Illinois,8.0,Rural,6.0
14765,County_14765,Indiana,3.0,Urban,3.0
46279,County_46279,Virginia,9.0,Rural,6.0
55335,County_55335,Other,9.0,Rural,6.0
2337,County_2337,Alaska,9.0,Rural,6.0
2783,County_2783,Alaska,1.0,Urban,1.0
41109,County_41109,South Dakota,8.0,Rural,6.0
26585,County_26585,Montana,2.0,Urban,2.0
16181,County_16181,Kansas,1.0,Urban,1.0
2567,County_2567,Alaska,4.0,Suburban/Small City,4.0
16487,County_16487,Kansas,3.0,Urban,3.0
20331,County_20331,Maryland,3.0,Urban,3.0
54981,County_54981,Other,8.0,Rural,6.0
11751,County_11751,Hawaii,3.0,Urban,3.0
44635,County_44635,Utah,3.0,Urban,3.0
35917,County_35917,Ohio,8.0,Rural,6.0
52067,County_52067,Other,6.0,Rural,5.0
3387,County_3387,Arizona,9.0,Rural,6.0
32903,County_32903,New York,8.0,Rural,6.0
1799,County_1799,Alabama,1.0,Urban,1.0
42679,County_42679,Tennessee,8.0,Rural,6.0
34921,County_34921,North Dakota,3.0,Urban,3.0
40953,County_40953,South Carolina,3.0,Urban,3.0
13419,County_13419,Illinois,7.0,Rural,5.0
56439,County_56439,Other,4.0,Suburban/Small City,4.0
44441,County_44441,Utah,3.0,Urban,3.0
33473,County_33473,North Carolina,8.0,Rural,6.0
47053,County_47053,Washington,3.0,Urban,3.0
36421,County_36421,Oklahoma,1.0,Urban,1.0
27847,County_27847,Nebraska,6.0,Rural,5.0
18427,County_18427,Louisiana,5.0,Suburban/Small City,4.0
52989,County_52989,Other,2.0,Urban,2.0
33665,County_33665,North Carolina,5.0,Suburban/Small City,4.0
55849,County_55849,Other,7.0,Rural,5.0
52205,County_52205,Other,6.0,Rural,5.0
38941,County_38941,Pennsylvania,2.0,Urban,2.0
36527,County_36527,Oklahoma,2.0,Urban,2.0
16497,County_16497,Kansas,2.0,Urban,2.0
48093,County_48093,West Virginia,4.0,Suburban/Small City,4.0
15887,County_15887,Iowa,5.0,Suburban/Small City,4.0
7069,County_7069,Connecticut,2.0,Urban,2.0
14183,County_14183,Indiana,4.0,Suburban/Small City,4.0
9667,County_9667,Florida,6.0,Rural,5.0
14851,County_14851,Indiana,9.0,Rural,6.0
10627,County_10627,Georgia,4.0,Suburban/Small City,4.0
14699,County_14699,Indiana,8.0,Rural,6.0
17317,County_17317,Kentucky,5.0,Suburban/Small City,4.0
31289,County_31289,New Mexico,3.0,Urban,3.0
49737,County_49737,Wisconsin,6.0,Rural,5.0
52931,County_52931,Other,4.0,Suburban/Small City,4.0
8237,County_8237,Delaware,7.0,Rural,5.0
11841,County_11841,Hawaii,3.0,Urban,3.0
21329,County_21329,Massachusetts,8.0,Rural,6.0
22473,County_22473,Michigan,3.0,Urban,3.0
40401,County_40401,South Carolina,3.0,Urban,3.0
21401,County_21401,Massachusetts,8.0,Rural,6.0
47431,County_47431,Washington,2.0,Urban,2.0
39851,County_39851,Rhode Island,5.0,Suburban/Small City,4.0
16755,County_16755,Kansas,8.0,Rural,6.0
27933,County_27933,Nebraska,5.0,Suburban/Small City,4.0
42805,County_42805,Tennessee,2.0,Urban,2.0
54033,County_54033,Other,9.0,Rural,6.0
31465,County_31465,New Mexico,5.0,Suburban/Small City,4.0
23669,County_23669,Minnesota,4.0,Suburban/Small City,4.0
25097,County_25097,Missouri,8.0,Rural,6.0
20955,County_20955,Maryland,4.0,Suburban/Small City,4.0
25431,County_25431,Missouri,1.0,Urban,1.0
13613,County_13613,Illinois,3.0,Urban,3.0
38613,County_38613,Pennsylvania,3.0,Urban,3.0
19033,County_19033,Maine,6.0,Rural,5.0
47049,County_47049,Washington,7.0,Rural,5.0
53369,County_53369,Other,8.0,Rural,6.0
25489,County_25489,Missouri,6.0,Rural,5.0
18767,County_18767,Louisiana,8.0,Rural,6.0
52723,County_52723,Other,1.0,Urban,1.0
30169,County_30169,New Jersey,8.0,Rural,6.0
51663,County_51663,Other,6.0,Rural,5.0
6135,County_6135,Colorado,7.0,Rural,5.0
13833,County_13833,Illinois,8.0,Rural,6.0
23381,County_23381,Minnesota,5.0,Suburban/Small City,4.0
18079,County_18079,Louisiana,3.0,Urban,3.0
35335,County_35335,Ohio,7.0,Rural,5.0
43105,County_43105,Texas,8.0,Rural,6.0
48969,County_48969,West Virginia,9.0,Rural,6.0
31041,County_31041,New Mexico,2.0,Urban,2.0
10197,County_10197,Georgia,3.0,Urban,3.0
15663,County_15663,Iowa,9.0,Rural,6.0
17773,County_17773,Kentucky,1.0,Urban,1.0
12941,County_12941,Idaho,5.0,Suburban/Small City,4.0
40847,County_40847,South Carolina,5.0,Suburban/Small City,4.0
20059,County_20059,Maryland,4.0,Suburban/Small City,4.0
16071,County_16071,Kansas,4.0,Suburban/Small City,4.0
22767,County_22767,Michigan,1.0,Urban,1.0
4055,County_4055,Arkansas,2.0,Urban,2.0
28519,County_28519,Nevada,4.0,Suburban/Small City,4.0
55629,County_55629,Other,1.0,Urban,1.0
54801,County_54801,Other,8.0,Rural,6.0
26223,County_26223,Montana,2.0,Urban,2.0
28493,County_28493,Nevada,9.0,Rural,6.0
46881,County_46881,Virginia,9.0,Rural,6.0
20497,County_20497,Maryland,8.0,Rural,6.0
38733,County_38733,Pennsylvania,1.0,Urban,1.0
19497,County_19497,Maine,3.0,Urban,3.0
42225,County_42225,Tennessee,4.0,Suburban/Small City,4.0
38271,County_38271,Pennsylvania,7.0,Rural,5.0
53187,County_53187,Other,8.0,Rural,6.0
3345,County_3345,Arizona,8.0,Rural,6.0
54983,County_54983,Other,5.0,Suburban/Small City,4.0
36385,County_36385,Oklahoma,8.0,Rural,6.0
6983,County_6983,Colorado,5.0,Suburban/Small City,4.0
49799,County_49799,Wisconsin,1.0,Urban,1.0
5439,County_5439,California,3.0,Urban,3.0
55503,County_55503,Other,4.0,Suburban/Small City,4.0
42723,County_42723,Tennessee,5.0,Suburban/Small City,4.0
47949,County_47949,Washington,8.0,Rural,6.0
54637,County_54637,Other,2.0,Urban,2.0
31311,County_31311,New Mexico,1.0,Urban,1.0
21229,County_21229,Massachusetts,6.0,Rural,5.0
42033,County_42033,Tennessee,9.0,Rural,6.0
53803,County_53803,Other,1.0,Urban,1.0
12839,County_12839,Idaho,1.0,Urban,1.0
16695,County_16695,Kansas,9.0,Rural,6.0
5353,County_5353,California,2.0,Urban,2.0
49135,County_49135,Wisconsin,1.0,Urban,1.0
45375,County_45375,Vermont,6.0,Rural,5.0
32691,County_32691,New York,2.0,Urban,2.0
7897,County_7897,Connecticut,9.0,Rural,6.0
14269,County_14269,Indiana,8.0,Rural,6.0
2851,County_2851,Alaska,9.0,Rural,6.0
37753,County_37753,Oregon,9.0,Rural,6.0
10573,County_10573,Georgia,6.0,Rural,5.0
15133,County_15133,Iowa,6.0,Rural,5.0
38515,County_38515,Pennsylvania,4.0,Suburban/Small City,4.0
48549,County_48549,West Virginia,2.0,Urban,2.0
28139,County_28139,Nevada,4.0,Suburban/Small City,4.0
34855,County_34855,North Dakota,5.0,Suburban/Small City,4.0
20667,County_20667,Maryland,4.0,Suburban/Small City,4.0
18971,County_18971,Louisiana,3.0,Urban,3.0
55629,County_55629,Other,8.0,Rural,6.0
31737,County_31737,New Mexico,1.0,Urban,1.0
56481,County_56481,Other,1.0,Urban,1.0
20253,County_20253,Maryland,5.0,Suburban/Small City,4.0
21735,County_21735,Massachusetts,1.0,Urban,1.0
11473,County_11473,Hawaii,5.0,Suburban/Small City,4.0
12959,County_12959,Idaho,2.0,Urban,2.0
9833,County_9833,Florida,5.0,Suburban/Small City,4.0
4653,County_4653,Arkansas,3.0,Urban,3.0
44093,County_44093,Utah,7.0,Rural,5.0
54755,County_54755,Other,8.0,Rural,6.0
45751,County_45751,Vermont,7.0,Rural,5.0
40193,County_40193,South Carolina,7.0,Rural,5.0
55063,County_55063,Other,4.0,Suburban/Small City,4.0
32081,County_32081,New York,7.0,Rural,5.0
35015,County_35015,Ohio,5.0,Suburban/Small City,4.0
51403,County_51403,Other,6.0,Rural,5.0
