COUNTYFIPS,COUNTY,STATE,community_type,poverty_rate_pct,poverty_rate_children_pct,pct_below_50pct_poverty_line,pct_hh_on_food_stamps
11265,County_11265,Hawaii,Rural,16.52,20.23,6.82,16.39
37609,County_37609,Oregon,Rural,13.5,20.0,8.01,20.96
19197,County_19197,Maine,Suburban/Small City,29.91,38.71,13.99,35.28
5681,County_5681,California,Rural,34.0,44.32,19.04,40.36
37265,County_37265,Oregon,Rural,28.91,39.32,14.95,27.7
27973,County_27973,Nebraska,Urban,23.55,31.53,8.08,29.14
56683,County_56683,Other,Rural,11.37,13.69,7.35,7.54
10131,County_10131,Georgia,Urban,27.97,34.56,13.31,31.97
26251,County_26251,Montana,Urban,37.23,48.45,,41.48
18541,County_18541,Louisiana,Urban,16.7,22.6,6.31,18.75
23121,County_23121,Minnesota,Rural,26.09,34.34,12.41,35.22
8279,County_8279,Delaware,Rural,15.48,17.52,7.64,15.56
5401,County_5401,California,Urban,28.42,35.38,11.56,35.84
52347,County_52347,Other,Rural,24.9,33.21,9.75,22.61
17125,County_17125,Kentucky,Suburban/Small City,38.99,49.76,18.36,54.91
42929,County_42929,Tennessee,Suburban/Small City,28.83,38.39,14.95,29.96
16871,County_16871,Kansas,Urban,9.92,15.23,3.17,4.2
48417,County_48417,West Virginia,Suburban/Small City,14.17,18.86,4.46,8.24
7463,County_7463,Connecticut,Rural,25.32,30.09,11.55,27.65
36717,County_36717,Oklahoma,Urban,28.49,41.46,13.04,35.47
43411,County_43411,Texas,Rural,18.14,21.86,6.6,15.92
9517,County_9517,Florida,Rural,30.58,41.08,9.26,29.85
38809,County_38809,Pennsylvania,Urban,23.79,33.87,9.48,24.16
48439,County_48439,West Virginia,Rural,14.52,20.53,5.72,12.23
35007,County_35007,Ohio,Rural,29.25,38.07,15.05,35.95
53415,County_53415,Other,Rural,19.7,24.57,7.43,17.88
44497,County_44497,Utah,Suburban/Small City,28.43,35.45,11.65,38.76
50147,County_50147,Wyoming,Suburban/Small City,34.98,44.36,16.08,42.82
14145,County_14145,Indiana,Urban,11.09,12.55,5.05,6.68
22187,County_22187,Michigan,Rural,19.85,25.23,6.76,27.71
28605,County_28605,Nevada,Urban,20.71,24.77,8.24,17.37
40275,County_40275,South Carolina,Rural,7.59,13.68,1.81,
48305,County_48305,West Virginia,Suburban/Small City,29.1,34.98,13.78,
38939,County_38939,Pennsylvania,Rural,36.54,46.63,17.12,49.66
31765,County_31765,New Mexico,Rural,12.41,20.14,8.75,12.48
39775,County_39775,Rhode Island,Rural,22.17,26.68,10.32,22.77
34861,County_34861,North Dakota,Urban,30.38,36.43,13.25,32.41
50969,County_50969,Wyoming,Urban,21.0,26.7,9.79,22.4
48753,County_48753,West Virginia,Rural,40.78,52.52,17.37,51.31
4673,County_4673,Arkansas,Rural,41.42,54.69,19.75,48.47
25423,County_25423,Missouri,Suburban/Small City,,47.2,16.21,40.66
55809,County_55809,Other,Rural,19.56,23.64,7.61,23.64
52057,County_52057,Other,Rural,24.38,31.28,11.51,24.52
14777,County_14777,Indiana,Rural,31.35,41.87,13.07,30.44
33617,County_33617,North Carolina,Urban,36.78,50.66,16.56,48.64
3255,County_3255,Arizona,Urban,45.9,57.53,19.52,60.13
50971,County_50971,Wyoming,Suburban/Small City,19.97,27.64,10.21,27.38
28683,County_28683,Nevada,Urban,24.81,31.23,11.63,29.7
34675,County_34675,North Dakota,Rural,16.78,25.81,10.44,20.54
37153,County_37153,Oregon,Rural,40.76,54.35,18.45,58.48
27497,County_27497,Nebraska,Rural,21.38,23.55,9.22,20.24
40623,County_40623,South Carolina,Rural,16.37,23.54,9.87,11.41
6829,County_6829,Colorado,Suburban/Small City,,33.63,9.32,30.55
49647,County_49647,Wisconsin,Urban,15.54,25.01,7.26,21.73
24611,County_24611,Mississippi,Urban,28.14,39.59,13.23,26.31
17671,County_17671,Kentucky,Rural,17.76,20.46,,25.6
25629,County_25629,Missouri,Urban,19.54,29.68,6.05,22.57
39483,County_39483,Rhode Island,Suburban/Small City,23.79,35.23,12.19,
12259,County_12259,Idaho,Urban,14.37,18.88,6.92,18.58
6725,County_6725,Colorado,Rural,11.26,12.39,2.91,14.82
3177,County_3177,Arizona,Rural,18.25,24.05,8.79,14.97
25827,County_25827,Missouri,Rural,37.59,48.42,19.91,50.38
44123,County_44123,Utah,Suburban/Small City,26.21,,10.55,36.45
28753,County_28753,Nevada,Rural,13.7,19.12,5.08,15.03
34943,County_34943,North Dakota,Urban,31.82,39.25,15.09,35.56
20057,County_20057,Maryland,Rural,34.64,45.83,18.37,35.22
54393,County_54393,Other,Rural,,26.91,9.07,34.55
55315,County_55315,Other,Rural,30.51,40.26,14.21,44.24
53271,County_53271,Other,Rural,29.62,36.24,13.16,32.76
18827,County_18827,Louisiana,Urban,25.22,30.21,13.76,33.17
14099,County_14099,Indiana,Rural,20.45,25.78,8.11,23.98
13085,County_13085,Illinois,Suburban/Small City,9.69,12.81,3.15,6.25
40845,County_40845,South Carolina,Rural,29.64,39.29,12.96,34.13
1853,County_1853,Alabama,Urban,26.74,35.19,13.77,29.46
39249,County_39249,Rhode Island,Rural,30.79,39.25,12.83,37.88
49747,County_49747,Wisconsin,Urban,23.27,33.45,7.99,25.2
16669,County_16669,Kansas,Rural,14.75,19.86,4.88,22.63
53273,County_53273,Other,Urban,31.79,39.34,15.09,35.02
54503,County_54503,Other,Rural,28.41,39.05,14.69,36.98
21713,County_21713,Massachusetts,Rural,30.3,38.54,11.77,32.32
32157,County_32157,New York,Rural,11.8,17.68,4.42,11.4
41043,County_41043,South Dakota,Suburban/Small City,22.11,28.64,12.93,24.12
15569,County_15569,Iowa,Rural,29.69,37.96,14.45,40.36
33431,County_33431,North Carolina,Rural,27.55,35.59,10.91,28.39
23297,County_23297,Minnesota,Urban,24.69,33.85,,21.83
19125,County_19125,Maine,Rural,35.5,47.87,14.92,47.72
20273,County_20273,Maryland,Rural,24.6,31.37,12.04,40.13
14697,County_14697,Indiana,Rural,16.63,21.92,,15.53
18625,County_18625,Louisiana,Urban,22.07,28.22,12.93,23.1
21507,County_21507,Massachusetts,Urban,27.51,37.06,10.59,36.77
1235,County_1235,Alabama,Rural,10.92,13.96,3.75,0.2
21993,County_21993,Massachusetts,Rural,28.21,37.11,11.57,26.67
24581,County_24581,Mississippi,Rural,16.79,22.56,10.63,20.15
42315,County_42315,Tennessee,Rural,9.1,12.94,4.16,2.8
54525,County_54525,Other,Rural,17.57,23.79,9.19,20.23
13825,County_13825,Illinois,Rural,33.36,44.12,15.45,42.49
40317,County_40317,South Carolina,Urban,39.32,53.78,18.29,46.54
25325,County_25325,Missouri,Rural,22.02,30.97,10.11,29.51
53911,County_53911,Other,Suburban/Small City,27.09,35.17,9.05,33.87
19133,County_19133,Maine,Suburban/Small City,14.5,20.27,7.59,14.24
43571,County_43571,Texas,Urban,35.95,50.28,13.55,49.08
30259,County_30259,New Jersey,Urban,13.41,16.37,7.26,7.32
20063,County_20063,Maryland,Urban,34.95,49.44,14.3,41.94
33319,County_33319,North Carolina,Suburban/Small City,16.86,24.36,5.09,18.78
15327,County_15327,Iowa,Urban,15.93,22.71,4.93,18.64
35861,County_35861,Ohio,Rural,22.7,27.9,9.26,29.1
46465,County_46465,Virginia,Urban,33.59,43.0,14.74,40.83
5497,County_5497,California,Rural,39.63,48.51,16.65,51.29
37455,County_37455,Oregon,Rural,15.11,17.19,7.87,14.06
7223,County_7223,Connecticut,Urban,,,11.29,
24321,County_24321,Mississippi,Rural,29.66,,13.59,33.35
21713,County_21713,Massachusetts,Rural,14.1,17.76,2.2,23.42
37081,County_37081,Oregon,Rural,25.61,34.06,11.28,25.3
6615,County_6615,Colorado,Rural,17.14,22.11,7.95,17.11
23993,County_23993,Minnesota,Rural,26.33,33.55,11.67,29.96
25639,County_25639,Missouri,Urban,30.82,38.86,14.23,35.67
39727,County_39727,Rhode Island,Urban,17.41,19.98,8.08,14.64
56835,County_56835,Other,Urban,26.98,35.68,10.68,32.25
31311,County_31311,New Mexico,Rural,23.65,32.41,,28.19
18331,County_18331,Louisiana,Urban,11.59,16.11,6.21,16.52
16975,County_16975,Kansas,Urban,39.5,50.64,16.84,50.85
10035,County_10035,Georgia,Rural,16.23,19.24,8.22,18.94
5541,County_5541,California,Rural,17.12,22.77,8.3,17.11
16985,County_16985,Kansas,Rural,25.07,,13.74,33.84
53211,County_53211,Other,Urban,18.28,26.93,8.69,20.38
10593,County_10593,Georgia,Rural,32.23,38.11,13.63,43.16
11311,County_11311,Hawaii,Rural,16.49,20.84,8.06,15.61
21095,County_21095,Massachusetts,Suburban/Small City,32.69,44.48,15.4,44.29
56411,County_56411,Other,Rural,19.68,22.77,7.24,26.2
43541,County_43541,Texas,Rural,33.8,43.67,16.45,45.43
13531,County_13531,Illinois,Rural,12.67,16.64,3.1,13.64
40305,County_40305,South Carolina,Rural,36.25,47.29,17.89,37.59
33917,County_33917,North Carolina,Suburban/Small City,,10.22,6.1,5.85
49763,County_49763,Wisconsin,Urban,17.18,17.78,9.44,19.36
33021,County_33021,North Carolina,Rural,10.03,14.54,4.75,4.09
52367,County_52367,Other,Rural,24.76,31.46,12.16,25.42
56521,County_56521,Other,Rural,33.45,43.97,16.95,
45849,County_45849,Vermont,Rural,40.56,53.75,16.26,50.03
49377,County_49377,Wisconsin,Rural,31.22,40.31,14.31,38.98
21601,County_21601,Massachusetts,Rural,30.27,41.07,11.7,31.91
28161,County_28161,Nevada,Rural,26.91,37.68,13.07,37.88
31153,County_31153,New Mexico,Rural,37.78,49.28,15.7,42.58
11975,County_11975,Hawaii,Urban,29.53,36.07,14.32,35.7
34929,County_34929,North Dakota,Suburban/Small City,30.43,40.07,11.57,40.58
31631,County_31631,New Mexico,Urban,23.55,31.78,10.06,26.62
53453,County_53453,Other,Urban,33.24,41.61,13.72,37.37
39191,County_39191,Rhode Island,Rural,37.78,47.79,15.67,43.84
48883,County_48883,West Virginia,Rural,25.81,34.97,8.9,28.66
36751,County_36751,Oklahoma,Urban,24.72,31.56,11.49,33.11
13837,County_13837,Illinois,Urban,22.24,,8.8,26.4
52927,County_52927,Other,Urban,11.81,14.51,7.6,9.55
7539,County_7539,Connecticut,Rural,16.86,21.04,8.18,21.77
14969,County_14969,Indiana,Urban,33.6,46.77,14.49,38.6
11895,County_11895,Hawaii,Urban,18.79,23.03,12.75,23.37
15973,County_15973,Iowa,Urban,35.26,47.73,17.34,39.92
56123,County_56123,Other,Rural,22.64,29.34,11.15,27.66
15909,County_15909,Iowa,Urban,36.23,46.21,18.28,41.57
20703,County_20703,Maryland,Rural,19.49,27.21,9.31,19.66
32763,County_32763,New York,Urban,30.81,37.96,12.24,39.27
28723,County_28723,Nevada,Rural,34.26,45.58,16.5,44.51
25309,County_25309,Missouri,Rural,32.66,39.58,14.01,48.26
49675,County_49675,Wisconsin,Urban,19.62,23.89,8.03,23.64
23917,County_23917,Minnesota,Rural,19.05,22.57,8.97,32.52
20985,County_20985,Maryland,Urban,11.54,11.36,5.97,6.86
49783,County_49783,Wisconsin,Rural,24.7,31.83,10.81,23.04
18083,County_18083,Louisiana,Suburban/Small City,38.15,48.5,15.56,47.92
36915,County_36915,Oklahoma,Suburban/Small City,24.9,33.9,13.83,30.49
29725,County_29725,New Hampshire,Urban,16.64,19.82,6.83,14.89
5597,County_5597,California,Urban,18.13,22.94,7.15,18.53
1331,County_1331,Alabama,Urban,32.26,42.09,13.39,49.64
36823,County_36823,Oklahoma,Urban,25.19,31.78,,30.98
54451,County_54451,Other,Rural,25.78,34.36,12.43,33.77
12409,County_12409,Idaho,Suburban/Small City,34.39,42.53,14.65,45.78
46839,County_46839,Virginia,Urban,12.79,12.02,3.25,8.08
18775,County_18775,Louisiana,Rural,18.8,25.0,8.79,21.29
4093,County_4093,Arkansas,Rural,23.16,28.95,12.1,22.19
54529,County_54529,Other,Rural,28.44,34.95,13.6,36.69
35005,County_35005,Ohio,Urban,24.91,31.98,13.05,27.57
55159,County_55159,Other,Rural,18.6,28.77,8.58,16.69
9149,County_9149,Florida,Suburban/Small City,8.88,10.68,6.31,2.75
19659,County_19659,Maine,Rural,19.18,27.74,9.0,25.26
21609,County_21609,Massachusetts,Rural,10.7,13.78,3.87,11.05
11633,County_11633,Hawaii,Suburban/Small City,24.53,29.65,,29.45
48869,County_48869,West Virginia,Rural,19.49,24.4,8.92,14.56
15563,County_15563,Iowa,Suburban/Small City,37.4,47.52,14.65,45.77
56957,County_56957,Other,Rural,35.45,,15.09,53.54
2793,County_2793,Alaska,Urban,9.95,14.56,5.67,8.4
20735,County_20735,Maryland,Rural,,53.33,18.73,50.47
30021,County_30021,New Jersey,Rural,20.17,27.07,8.21,19.58
39377,County_39377,Rhode Island,Rural,17.12,19.34,8.85,17.22
20785,County_20785,Maryland,Rural,39.53,50.65,17.53,47.44
29181,County_29181,New Hampshire,Rural,11.79,14.86,4.5,7.44
35053,County_35053,Ohio,Rural,26.11,31.47,11.49,30.73
37749,County_37749,Oregon,Rural,37.09,45.46,17.14,44.19
4063,County_4063,Arkansas,Rural,24.51,32.95,9.49,29.17
25163,County_25163,Missouri,Rural,,22.04,8.2,15.65
9123,County_9123,Florida,Rural,27.41,38.88,14.43,
43597,County_43597,Texas,Rural,14.38,21.76,5.54,20.06
50277,County_50277,Wyoming,Urban,19.56,26.15,9.08,22.9
52541,County_52541,Other,Rural,29.12,36.26,14.0,
1867,County_1867,Alabama,Urban,28.23,36.91,14.03,38.27
24679,County_24679,Mississippi,Rural,13.89,18.12,7.73,10.18
4553,County_4553,Arkansas,Rural,36.42,42.43,18.81,51.07
56271,County_56271,Other,Rural,29.59,38.98,11.73,42.47
52917,County_52917,Other,Rural,20.61,22.9,9.47,21.11
41123,County_41123,South Dakota,Rural,33.23,39.01,16.02,39.68
22429,County_22429,Michigan,Rural,22.69,30.13,8.3,22.01
34353,County_34353,North Dakota,Urban,23.32,29.22,11.67,30.2
37389,County_37389,Oregon,Rural,12.59,17.15,5.33,9.41
11601,County_11601,Hawaii,Urban,34.43,45.1,14.01,46.03
13727,County_13727,Illinois,Suburban/Small City,35.03,46.83,14.39,40.72
36165,County_36165,Oklahoma,Rural,23.57,33.57,10.52,31.47
22283,County_22283,Michigan,Suburban/Small City,35.23,44.06,15.72,43.82
9483,County_9483,Florida,Urban,16.4,23.43,7.35,19.66
34361,County_34361,North Dakota,Rural,28.06,37.07,11.92,32.6
25111,County_25111,Missouri,Rural,24.79,30.56,9.11,37.58
48475,County_48475,West Virginia,Suburban/Small City,9.87,15.26,4.97,7.39
56073,County_56073,Other,Urban,38.09,51.79,15.44,43.81
30369,County_30369,New Jersey,Rural,24.79,29.89,11.33,33.15
49251,County_49251,Wisconsin,Urban,25.55,35.72,9.28,30.46
38855,County_38855,Pennsylvania,Rural,36.64,47.82,14.75,45.58
49607,County_49607,Wisconsin,Rural,24.56,,9.92,20.66
45401,County_45401,Vermont,Rural,18.13,23.84,9.79,26.54
40205,County_40205,South Carolina,Rural,29.49,35.83,12.91,34.3
16449,County_16449,Kansas,Urban,22.7,29.71,9.65,26.69
28471,County_28471,Nevada,Urban,23.73,31.48,11.06,27.32
10817,County_10817,Georgia,Urban,21.7,34.08,10.38,25.7
33473,County_33473,North Carolina,Rural,30.57,38.57,13.18,32.88
7225,County_7225,Connecticut,Rural,30.72,40.54,,49.86
53713,County_53713,Other,Rural,11.76,14.76,4.31,10.3
41211,County_41211,South Dakota,Urban,31.1,41.96,14.96,40.4
33959,County_33959,North Carolina,Rural,29.68,41.16,13.03,33.02
7405,County_7405,Connecticut,Rural,32.86,40.51,15.24,44.53
18633,County_18633,Louisiana,Rural,31.2,39.78,13.04,39.72
20033,County_20033,Maryland,Urban,16.92,21.51,8.14,20.89
25851,County_25851,Missouri,Urban,13.31,18.12,7.67,21.81
11779,County_11779,Hawaii,Suburban/Small City,33.41,41.27,,44.71
11149,County_11149,Hawaii,Rural,34.97,47.4,18.68,44.78
5599,County_5599,California,Urban,17.7,21.08,5.97,18.43
42031,County_42031,Tennessee,Urban,34.96,45.9,15.62,37.95
52409,County_52409,Other,Urban,14.97,18.8,4.9,15.7
31981,County_31981,New Mexico,Rural,33.88,44.96,12.19,43.42
10129,County_10129,Georgia,Urban,29.26,34.83,13.02,25.61
40855,County_40855,South Carolina,Suburban/Small City,34.44,47.4,16.25,48.59
54385,County_54385,Other,Urban,27.93,36.85,13.83,38.25
52637,County_52637,Other,Rural,29.96,36.09,13.46,40.44
43001,County_43001,Texas,Urban,8.37,,4.46,12.56
46573,County_46573,Virginia,Rural,12.23,18.65,3.03,11.21
4813,County_4813,Arkansas,Rural,13.21,19.82,7.66,8.51
51309,County_51309,Other,Urban,35.2,45.2,,55.75
18351,County_18351,Louisiana,Rural,29.97,40.24,14.24,35.33
52403,County_52403,Other,Rural,18.56,25.42,8.82,16.39
43439,County_43439,Texas,Rural,36.65,47.52,15.26,42.01
28113,County_28113,Nevada,Urban,38.65,46.8,16.69,52.25
31469,County_31469,New Mexico,Urban,37.37,48.58,17.11,44.53
23479,County_23479,Minnesota,Rural,39.99,51.76,17.69,55.8
20345,County_20345,Maryland,Urban,38.39,48.36,18.2,48.85
27811,County_27811,Nebraska,Suburban/Small City,10.56,12.95,5.69,8.95
41939,County_41939,South Dakota,Rural,33.11,45.65,14.16,36.14
31255,County_31255,New Mexico,Urban,35.78,45.34,15.42,48.66
15311,County_15311,Iowa,Rural,32.67,44.37,13.4,34.5
2115,County_2115,Alaska,Urban,25.91,32.53,,30.22
45483,County_45483,Vermont,Urban,7.35,13.33,1.36,8.92
11853,County_11853,Hawaii,Rural,29.91,39.01,14.4,33.69
4685,County_4685,Arkansas,Rural,35.34,46.49,14.05,48.59
15357,County_15357,Iowa,Rural,20.77,24.93,8.85,24.39
5241,County_5241,California,Rural,29.86,41.57,13.47,39.45
12863,County_12863,Idaho,Urban,,23.02,9.57,12.27
12905,County_12905,Idaho,Urban,30.8,43.75,13.67,41.12
28281,County_28281,Nevada,Rural,29.31,36.62,14.32,36.91
34969,County_34969,North Dakota,Urban,28.21,35.07,15.75,32.89
4233,County_4233,Arkansas,Suburban/Small City,23.93,29.97,12.28,32.65
52809,County_52809,Other,Urban,,47.99,19.14,50.67
52737,County_52737,Other,Rural,25.04,32.24,14.0,27.33
5911,County_5911,California,Rural,34.01,42.19,13.6,36.79
45099,County_45099,Vermont,Rural,25.62,34.39,10.68,33.17
8477,County_8477,Delaware,Rural,34.46,45.47,19.23,42.31
39805,County_39805,Rhode Island,Urban,,28.71,8.52,32.14
17541,County_17541,Kentucky,Rural,38.72,50.74,17.8,44.45
53275,County_53275,Other,Rural,26.15,33.83,10.94,31.83
13485,County_13485,Illinois,Urban,20.63,33.09,,19.08
16541,County_16541,Kansas,Rural,18.15,24.11,8.8,8.54
19907,County_19907,Maine,Rural,11.9,13.7,4.65,11.64
56521,County_56521,Other,Urban,14.07,17.66,6.56,18.64
38507,County_38507,Pennsylvania,Rural,28.79,39.47,10.59,38.35
11357,County_11357,Hawaii,Rural,16.81,19.22,6.97,19.78
48291,County_48291,West Virginia,Urban,16.51,21.24,7.23,17.91
24249,County_24249,Mississippi,Rural,32.81,40.45,14.78,36.58
51923,County_51923,Other,Rural,31.19,38.74,13.0,40.59
34563,County_34563,North Dakota,Rural,24.38,31.75,11.2,22.41
8587,County_8587,Delaware,Urban,,14.13,6.82,
44045,County_44045,Utah,Rural,19.79,24.5,9.46,34.18
45515,County_45515,Vermont,Urban,35.62,42.8,16.03,37.89
16219,County_16219,Kansas,Rural,25.1,36.1,10.81,35.0
40715,County_40715,South Carolina,Suburban/Small City,30.8,40.15,13.43,37.16
3537,County_3537,Arizona,Urban,17.07,22.54,9.15,12.79
35467,County_35467,Ohio,Rural,25.35,33.97,11.85,23.83
42503,County_42503,Tennessee,Rural,25.24,32.99,11.42,33.15
47369,County_47369,Washington,Urban,23.91,31.7,10.39,
45367,County_45367,Vermont,Urban,6.67,,3.82,7.74
13483,County_13483,Illinois,Urban,17.35,22.93,5.58,25.27
50613,County_50613,Wyoming,Rural,27.55,36.46,9.14,32.34
17269,County_17269,Kentucky,Rural,22.48,28.99,11.67,26.27
30549,County_30549,New Jersey,Rural,27.27,33.35,13.76,35.54
43417,County_43417,Texas,Rural,27.84,35.29,10.91,34.29
13553,County_13553,Illinois,Rural,31.84,40.69,12.27,39.75
14087,County_14087,Indiana,Urban,29.8,41.18,12.15,36.15
44237,County_44237,Utah,Suburban/Small City,24.47,32.38,,27.63
17419,County_17419,Kentucky,Rural,16.38,22.75,5.69,12.64
42837,County_42837,Tennessee,Rural,19.32,25.64,8.87,21.48
11687,County_11687,Hawaii,Urban,17.36,17.2,9.26,21.88
22397,County_22397,Michigan,Rural,15.99,17.04,9.12,19.43
8879,County_8879,Delaware,Urban,23.54,34.32,9.82,29.61
17585,County_17585,Kentucky,Urban,17.93,23.68,6.84,17.4
28313,County_28313,Nevada,Rural,35.36,46.68,15.8,49.99
19443,County_19443,Maine,Rural,27.07,34.28,12.97,33.13
18601,County_18601,Louisiana,Urban,16.1,22.41,7.96,12.42
9961,County_9961,Florida,Rural,28.24,36.28,10.43,34.4
7911,County_7911,Connecticut,Rural,15.98,19.11,8.16,9.9
34825,County_34825,North Dakota,Urban,21.91,27.84,10.37,26.85
56233,County_56233,Other,Urban,22.91,30.75,10.92,25.06
31295,County_31295,New Mexico,Rural,21.06,25.29,8.0,24.56
11623,County_11623,Hawaii,Rural,,36.53,13.35,36.97
35657,County_35657,Ohio,Rural,20.43,27.62,8.5,30.35
6351,County_6351,Colorado,Suburban/Small City,33.11,42.15,,36.7
27065,County_27065,Nebraska,Rural,25.61,33.83,9.8,30.0
26317,County_26317,Montana,Rural,19.66,26.89,11.41,17.12
53155,County_53155,Other,Rural,19.52,25.8,8.49,24.7
27091,County_27091,Nebraska,Urban,35.33,50.27,15.52,43.36
4737,County_4737,Arkansas,Rural,27.78,41.0,13.59,34.58
47873,County_47873,Washington,Rural,26.17,31.95,14.37,30.72
9675,County_9675,Florida,Rural,40.98,54.36,18.07,47.86
43657,County_43657,Texas,Rural,12.04,18.88,6.48,11.28
50723,County_50723,Wyoming,Rural,15.31,19.51,4.24,14.63
54755,County_54755,Other,Urban,34.07,46.33,15.76,32.55
13671,County_13671,Illinois,Suburban/Small City,44.11,56.68,20.61,53.35
12505,County_12505,Idaho,Rural,36.42,42.24,16.42,50.51
18517,County_18517,Louisiana,Rural,13.93,17.43,3.79,17.68
53881,County_53881,Other,Urban,,22.52,,
43815,County_43815,Texas,Rural,17.25,24.39,7.99,12.32
36431,County_36431,Oklahoma,Rural,19.21,25.04,7.22,24.69
34131,County_34131,North Dakota,Urban,25.7,33.97,9.27,34.0
52567,County_52567,Other,Rural,36.68,45.93,15.85,50.02
44097,County_44097,Utah,Rural,38.18,49.54,16.45,51.26
4551,County_4551,Arkansas,Urban,21.86,30.14,10.63,23.19
18619,County_18619,Louisiana,Urban,33.55,42.15,15.75,
13309,County_13309,Illinois,Rural,18.21,25.97,10.62,17.22
23813,County_23813,Minnesota,Rural,11.01,14.9,4.21,9.57
13381,County_13381,Illinois,Rural,33.44,43.85,13.5,37.08
20611,County_20611,Maryland,Urban,15.29,19.72,7.35,22.17
7099,County_7099,Connecticut,Rural,25.76,32.57,,39.96
52217,County_52217,Other,Rural,38.2,,16.22,49.63
33055,County_33055,North Carolina,Suburban/Small City,25.68,32.72,12.19,36.56
24663,County_24663,Mississippi,Rural,14.37,20.29,2.84,15.45
27763,County_27763,Nebraska,Rural,25.75,33.89,10.98,31.2
24467,County_24467,Mississippi,Rural,14.03,18.04,4.87,13.81
24455,County_24455,Mississippi,Urban,18.16,,10.58,22.23
49213,County_49213,Wisconsin,Rural,34.52,43.43,14.27,52.69
38153,County_38153,Pennsylvania,Rural,31.94,39.54,15.66,38.03
44323,County_44323,Utah,Rural,16.84,18.12,7.25,17.56
44673,County_44673,Utah,Rural,17.2,22.64,6.7,21.77
